inst_nm,inst_code,appl_code,kind_code,tx_code,upmu_nm
신한은행,021,S211,0210,5160,[5160]단가통보
신한은행,021,S211,0800,6110,[6110]회선체크
신한은행,021,S211,0810,6110,[6110]회선체크
SC제일은행,023,R023,0200,510,[510]연결은행계좌개설및변경
SC제일은행,023,R023,0200,530,[530]연결은행계좌개설및변경(신규통보)
SC제일은행,023,R023,0200,540,[540]계좌연결해제
SC제일은행,023,R023,0400,518,[518]은행계좌개설취소요구
SC제일은행,023,R023,0700,113,[113]대행업무집계
SC제일은행,023,R023,0700,213,[213]마감및집계조회
SC제일은행,023,R023,0800,101,[101]대행업무개시
SC제일은행,023,R023,0800,102,[102]대행업무종료예고
SC제일은행,023,R023,0800,103,[103]대행업무종료
SC제일은행,023,R023,0800,111,[111]대행업무장애통보
SC제일은행,023,R023,0800,112,[112]대행업무장애해제
SC제일은행,023,R023,0800,211,[211]장애통보및한도초과통보
SC제일은행,023,R023,0800,212,[212]장애해제
SC제일은행,023,S023,0200,630,[630]입금(입금이체)요구
SC제일은행,023,S023,0200,670,[670]은행계좌잔액조회(연결계좌)
SC제일은행,023,S023,0210,630,[630]입금(입금이체)요구
SC제일은행,023,S023,0210,670,[670]은행계좌잔액조회(연결계좌)
SC제일은행,023,S023,0700,213,[213]마감및집계조회
SC제일은행,023,S023,0710,213,[213]마감및집계조회
SC제일은행,023,S023,0800,111,[111]대행업무장애통보
SC제일은행,023,S023,0800,112,[112]대행업무장애해제
SC제일은행,023,S023,0800,201,[201]업무개시
SC제일은행,023,S023,0800,202,[202]업무종료예고
SC제일은행,023,S023,0800,203,[203]업무종료
SC제일은행,023,S023,0800,211,[211]장애통보및한도초과통보
SC제일은행,023,S023,0800,212,[212]장애해제
SC제일은행,023,S023,0810,111,[111]대행업무장애통보
SC제일은행,023,S023,0810,112,[112]대행업무장애해제
SC제일은행,023,S023,0810,201,[201]업무개시
SC제일은행,023,S023,0810,202,[202]업무종료예고
SC제일은행,023,S023,0810,203,[203]업무종료
SC제일은행,023,S023,0810,211,[211]장애통보및한도초과통보
SC제일은행,023,S023,0810,212,[212]장애해제
하나은행,025,R052,1000,999,[999]회선체크
하나은행,025,R052,3000,700,[700]외화송금결과통지거래
하나은행,025,R052,8000,601,[601]외화예금입출금거래명세통지전문
하나은행,025,R052,8000,800,[800]외화송금도착통지전문
하나은행,025,R052,9000,401,[401]외화가상계좌거래내역통지전문
하나은행,025,R250,0100,100,[100]계좌개설통보
하나은행,025,R250,0100,200,[200]거래내역통보
하나은행,025,R250,0100,300,[300]증권정보병경
하나은행,025,R250,0100,400,[400]사고내역통보
하나은행,025,R250,0100,600,[600]계좌해지확인
하나은행,025,R250,0100,800,[800]부도수표내역
하나은행,025,R250,0300,100,[100]증거금및잔액조회
하나은행,025,R250,0800,200,[200]ECHO_TEST
하나은행,025,R250,0800,300,[300]장애통보
하나은행,025,R250,0800,400,[400]장애해제
하나은행,025,R250,0800,500,[500]일일집계
하나은행,025,R251,0200,5110,[5110]국민주택채권입고
하나은행,025,R251,0200,5150,[5150]중도상환집계조회(응답)
하나은행,025,R252,4000,101,[101]예금거래명세통지
하나은행,025,R500,0800,1,[1]연결은행계좌개설
하나은행,025,R500,0800,2,[2]연결은행계좌변경
하나은행,025,R500,0800,4,[4]연결은행계좌연결해제
하나은행,025,R500,0800,5,[5]연결은행계좌개설사전조회
하나은행,025,R500,0900,09,[09]회선체크
하나은행,025,RHN0,DASK,SK,[SK]데이터요구
하나은행,025,RHN1,LINK,NK,[NK]LINK(소켓접속시도)
하나은행,025,S052,1000,100,[100]업무개시거래
하나은행,025,S052,1000,200,[200]업무종료거래
하나은행,025,S052,1100,100,[100]업무개시거래
하나은행,025,S052,1100,200,[200]업무종료거래
하나은행,025,S052,2000,500,[500]외화송금의뢰거래
하나은행,025,S052,2000,600,[600]외화송금의뢰취소거래
하나은행,025,S052,2100,500,[500]외화송금의뢰거래
하나은행,025,S052,2100,600,[600]외화송금의뢰취소거래
하나은행,025,S052,6000,400,[400]외화예금주명조회전문
하나은행,025,S052,6000,450,[450]외화타행수취계좌조회전문
하나은행,025,S052,6100,400,[400]외화예금주명조회전문
하나은행,025,S052,6100,450,[450]외화타행수취계좌조회전문
하나은행,025,S052,7000,900,[900]외화예금잔액조회전문
하나은행,025,S052,7000,950,[950]국내외화송금처리결과조회
하나은행,025,S052,7100,900,[900]외화예금잔액조회전문
하나은행,025,S052,7100,950,[950]국내외화송금처리결과조회
하나은행,025,S052,8000,701,[701]외화예금입출금거래명세통지결번전문
하나은행,025,S052,8000,900,[900]외화송금도착통지결번전문
하나은행,025,S052,8100,701,[701]외화예금입출금거래명세통지결번전문
하나은행,025,S052,8100,900,[900]외화송금도착통지결번전문
하나은행,025,S052,9000,501,[501]외화가상계좌거래내역통지결번요구
하나은행,025,S052,9100,501,[501]외화가상계좌거래내역통지결번요구
하나은행,025,S250,0200,100,[100]수도결제
하나은행,025,S250,0200,200,[200]수도결제결번
하나은행,025,S250,0200,300,[300]DLB거래결번
하나은행,025,S250,0200,500,[500]증거금통보
하나은행,025,S250,0200,600,[600]모계좌잔액조회
하나은행,025,S250,0210,100,[100]수도결제
하나은행,025,S250,0210,200,[200]수도결제결번
하나은행,025,S250,0210,300,[300]DLB거래결번
하나은행,025,S250,0210,500,[500]증거금통보
하나은행,025,S250,0210,600,[600]모계좌잔액조회
하나은행,025,S250,0300,100,[100]증거금및잔액조회
하나은행,025,S250,0310,100,[100]증거금및잔액조회
하나은행,025,S250,0800,100,[100]업무개시
하나은행,025,S250,0800,110,[110]업무개시준비
하나은행,025,S250,0800,200,[200]ECHO_TEST
하나은행,025,S250,0800,300,[300]장애통보
하나은행,025,S250,0800,400,[400]장애해제
하나은행,025,S250,0800,500,[500]일일집계
하나은행,025,S250,0800,600,[600]업무종료
하나은행,025,S250,0800,610,[610]업무종료예고
하나은행,025,S250,0810,100,[100]업무개시
하나은행,025,S250,0810,110,[110]업무개시준비
하나은행,025,S250,0810,200,[200]ECHO_TEST
하나은행,025,S250,0810,300,[300]장애통보
하나은행,025,S250,0810,400,[400]장애해제
하나은행,025,S250,0810,500,[500]일일집계
하나은행,025,S250,0810,600,[600]업무종료
하나은행,025,S250,0810,610,[610]업무종료예고
하나은행,025,S251,0200,5120,[5120]집계조회
하나은행,025,S251,0200,5130,[5130]중도상환출고및취소
하나은행,025,S251,0200,5140,[5140]단가통보(건별)
하나은행,025,S251,0200,5150,[5150]중도상환집계조회
하나은행,025,S251,0200,5160,[5160]단가통보
하나은행,025,S251,0210,5120,[5120]집계조회
하나은행,025,S251,0210,5130,[5130]중도상환출고및취소
하나은행,025,S251,0210,5140,[5140]단가통보(건별)
하나은행,025,S251,0210,5160,[5160]단가통보
하나은행,025,S251,0800,1190,[1190]회선체크
하나은행,025,S251,0810,1190,[1190]회선체크
하나은행,025,S252,1000,100,[100]업무개시
하나은행,025,S252,1000,200,[200]업무종료
하나은행,025,S252,1000,900,[900]회선체크
하나은행,025,S252,1100,100,[100]업무개시
하나은행,025,S252,1100,200,[200]업무종료
하나은행,025,S252,1100,900,[900]회선체크
하나은행,025,S252,2000,101,[101]지급이체
하나은행,025,S252,2100,101,[101]지급이체
하나은행,025,S252,7000,200,[200]잔액조회
하나은행,025,S252,7100,200,[200]잔액조회
하나은행,025,S254,0200,7450,[7450]KYC검증요청등록
하나은행,025,S254,0210,7450,[7450]KYC검증요청등록
하나은행,025,S254,0800,2700,[2700]상태확인
하나은행,025,S254,0810,2700,[2700]상태확인
하나은행,025,S500,0100,01,[01]업무개시
하나은행,025,S500,0102,01,[01]업무종료
하나은행,025,S500,0110,01,[01]업무개시
하나은행,025,S500,0112,01,[01]업무종료
하나은행,025,S500,0200,02,[02]송금(출금및이체송금)
하나은행,025,S500,0210,02,[02]송금(출금및이체송금)
하나은행,025,S500,0220,02,[02]입금(입금이체)요구
하나은행,025,S500,0221,02,[02]입금(입금이체)요구
하나은행,025,S500,0660,06,[06]대표계좌한도잔액조회
하나은행,025,S500,0661,06,[06]대표계좌한도잔액조회
하나은행,025,S500,0670,06,[06]은행계좌잔액조회(연결계좌)
하나은행,025,S500,0671,06,[06]은행계좌잔액조회(연결계좌)
하나은행,025,S500,0920,09,[09]마감및집계조회
하나은행,025,S500,0921,09,[09]마감및집계조회
하나은행,025,SHN0,DATA,TA,[TA]체결내용송신
하나은행,025,SHN1,HTBT,BT,[BT]HTBT(회선체크)
하나은행,025,SHN2,CLSE,SE,[SE]CLSE(세션종료)
한국씨티은행,027,R027,0230,02,[02]은행창구입금(무통장포함)
한국씨티은행,027,R027,0800,1,[1]연결은행계좌개설
한국씨티은행,027,R027,0800,2,[2]연결은행계좌변경
한국씨티은행,027,R027,0800,4,[4]연결은행계좌연결해제
한국씨티은행,027,R027,0800,8,[8]장애통보및한도초과통보
한국씨티은행,027,R027,0800,9,[9]장애해제
한국씨티은행,027,R027,0990,09,[09]회선체크
한국씨티은행,027,S027,0100,01,[01]업무개시
한국씨티은행,027,S027,0102,01,[01]업무종료
한국씨티은행,027,S027,0110,01,[01]업무개시
한국씨티은행,027,S027,0112,01,[01]업무종료
한국씨티은행,027,S027,0200,02,[02]송금(출금및이체송금)
한국씨티은행,027,S027,0210,02,[02]송금(출금및이체송금)
한국씨티은행,027,S027,0220,02,[02]입금(입금이체)요구
한국씨티은행,027,S027,0221,02,[02]입금(입금이체)요구
한국씨티은행,027,S027,0610,06,[06]전문(입금이체)처리결과조회
한국씨티은행,027,S027,0611,06,[06]전문(입금이체)처리결과조회
한국씨티은행,027,S027,0630,06,[06]전문(지급이체)처리결과조회
한국씨티은행,027,S027,0631,06,[06]전문(지급이체)처리결과조회
한국씨티은행,027,S027,0660,06,[06]대표계좌한도잔액조회
한국씨티은행,027,S027,0661,06,[06]대표계좌한도잔액조회
한국씨티은행,027,S027,0670,06,[06]은행계좌잔액조회(연결계좌)
한국씨티은행,027,S027,0671,06,[06]은행계좌잔액조회(연결계좌)
한국씨티은행,027,S027,0700,07,[07]은행계좌명조회
한국씨티은행,027,S027,0701,07,[07]은행계좌명조회
한국씨티은행,027,S027,0920,09,[09]마감및집계조회
한국씨티은행,027,S027,0921,09,[09]마감및집계조회
iM뱅크,031,R311,0800,1,[1]연결은행계좌개설
iM뱅크,031,R311,0800,2,[2]연결은행계좌변경
iM뱅크,031,R311,0800,4,[4]연결은행계좌연결해제
iM뱅크,031,S311,0100,01,[01]업무개시
iM뱅크,031,S311,0102,01,[01]업무종료
iM뱅크,031,S311,0110,01,[01]업무개시
iM뱅크,031,S311,0112,01,[01]업무종료
iM뱅크,031,S311,0220,02,[02]입금(입금이체)요구
iM뱅크,031,S311,0221,02,[02]입금(입금이체)요구
iM뱅크,031,S311,0660,06,[06]대표계좌한도잔액조회
iM뱅크,031,S311,0661,06,[06]대표계좌한도잔액조회
iM뱅크,031,S311,0670,06,[06]은행계좌잔액조회(연결계좌)
iM뱅크,031,S311,0671,06,[06]은행계좌잔액조회(연결계좌)
iM뱅크,031,S311,0711,07,[07]타행상태
iM뱅크,031,S311,0920,09,[09]마감및집계조회
iM뱅크,031,S311,0921,09,[09]마감및집계조회
iM뱅크,031,S311,0990,09,[09]회선체크
iM뱅크,031,S311,0991,09,[09]회선체크
부산은행,032,RPS0,0800,1,[1]연결은행계좌개설
부산은행,032,RPS0,0800,2,[2]연결은행계좌변경
부산은행,032,RPS0,0800,4,[4]연결은행계좌연결해제
부산은행,032,SPS0,0100,01,[01]업무개시
부산은행,032,SPS0,0102,01,[01]업무종료
부산은행,032,SPS0,0110,01,[01]업무개시
부산은행,032,SPS0,0112,01,[01]업무종료
부산은행,032,SPS0,0220,02,[02]입금(입금이체)요구
부산은행,032,SPS0,0221,02,[02]입금(입금이체)요구
부산은행,032,SPS0,0670,06,[06]은행계좌잔액조회(연결계좌)
부산은행,032,SPS0,0671,06,[06]은행계좌잔액조회(연결계좌)
부산은행,032,SPS0,0920,09,[09]마감및집계조회
부산은행,032,SPS0,0921,09,[09]마감및집계조회
광주은행,034,RGJ0,0200,6811,[6811]증권계좌신규요구
광주은행,034,RGJ0,0200,6842,[6842]비밀번호변경요청
광주은행,034,RGJ0,0200,6860,[6860]증권계좌해지통보
광주은행,034,RGJ0,0800,1150,[1150]장애통보
광주은행,034,RGJ0,0800,1151,[1151]장애해제
광주은행,034,SGJ0,0700,8110,[8110]전체집계전문
광주은행,034,SGJ0,0710,8110,[8110]전체집계전문
광주은행,034,SGJ0,0800,1110,[1110]업무개시
광주은행,034,SGJ0,0800,1120,[1120]업무재개시
광주은행,034,SGJ0,0800,1130,[1130]업무종료예고
광주은행,034,SGJ0,0800,1140,[1140]업무종료
광주은행,034,SGJ0,0800,1150,[1150]장애통보
광주은행,034,SGJ0,0800,1151,[1151]장애해제
광주은행,034,SGJ0,0800,1160,[1160]테스트콜
광주은행,034,SGJ0,0810,1110,[1110]업무개시
광주은행,034,SGJ0,0810,1120,[1120]업무재개시
광주은행,034,SGJ0,0810,1130,[1130]업무종료예고
광주은행,034,SGJ0,0810,1140,[1140]업무종료
광주은행,034,SGJ0,0810,1150,[1150]장애통보
광주은행,034,SGJ0,0810,1151,[1151]장애해제
광주은행,034,SGJ0,0810,1160,[1160]테스트콜
BNK경남은행,039,R390,1100,2100,[2100]증권계좌개설
BNK경남은행,039,R390,1100,2300,[2300]계좌정보 변경
BNK경남은행,039,R390,1100,2400,[2400]계좌연결해제
BNK경남은행,039,S390,0700,7100,[7100]마감집계조회
BNK경남은행,039,S390,0700,7300,[7300]계좌유지수수료
BNK경남은행,039,S390,0710,7100,[7100]마감집계조회
BNK경남은행,039,S390,0710,7300,[7300]계좌유지수수료
BNK경남은행,039,S390,0800,1100,[1100]업무개시
BNK경남은행,039,S390,0800,1190,[1190]회선체크
BNK경남은행,039,S390,0800,1200,[1200]업무재개시
BNK경남은행,039,S390,0800,1400,[1400]업무종료예고
BNK경남은행,039,S390,0800,1500,[1500]업무종료
BNK경남은행,039,S390,0800,1600,[1600]장애등록
BNK경남은행,039,S390,0800,1700,[1700]장애해제
BNK경남은행,039,S390,0810,1100,[1100]업무개시
BNK경남은행,039,S390,0810,1190,[1190]회선체크
BNK경남은행,039,S390,0810,1200,[1200]업무재개시
BNK경남은행,039,S390,0810,1400,[1400]업무종료예고
BNK경남은행,039,S390,0810,1500,[1500]업무종료
BNK경남은행,039,S390,0810,1600,[1600]장애등록
BNK경남은행,039,S390,0810,1700,[1700]장애해제
BNK경남은행,039,S390,2100,5700,[5700]은행계좌잔액조회
BNK경남은행,039,S390,2110,5700,[5700]은행계좌잔액조회
BNK경남은행,039,S390,2200,5500,[5500]입금요구
BNK경남은행,039,S390,2210,5500,[5500]입금요구
MG새마을금고,045,R450,1100,2100,[2100]연결계좌개설
MG새마을금고,045,R450,1100,2300,[2300]계좌정보변경(비밀번호)
MG새마을금고,045,R450,1100,2400,[2400]계좌연결해제
MG새마을금고,045,S450,0800,1100,[1100]업무개시
MG새마을금고,045,S450,0800,1400,[1400]종료예고
MG새마을금고,045,S450,0800,1500,[1500]업무종료
MG새마을금고,045,S450,0800,1750,[1750]회선체크
MG새마을금고,045,S450,0800,7100,[7100]집계전문
MG새마을금고,045,S450,0810,1100,[1100]업무개시
MG새마을금고,045,S450,0810,1400,[1400]종료예고
MG새마을금고,045,S450,0810,1500,[1500]업무종료
MG새마을금고,045,S450,0810,1750,[1750]회선체크
MG새마을금고,045,S450,0810,7100,[7100]집계전문
MG새마을금고,045,S450,2100,5700,[5700]잔액조회
MG새마을금고,045,S450,2110,5700,[5700]잔액조회
MG새마을금고,045,S450,2200,5500,[5500]입금요청전문
MG새마을금고,045,S450,2210,5500,[5500]입금요청전문
한화생명,051,R510,0200,0010,[0010]거래내역조회
한화생명,051,R510,0200,0020,[0020]모계좌 잔액조회
한화생명,051,R510,0200,0030,[0030]모계좌 이체처리
한화생명,051,R510,0200,0100,[0100]신규대출승인
한화생명,051,R510,0200,0400,[0400]이자수납처리
한화생명,051,R510,0200,0600,[0600]감액처리
한화생명,051,R510,0200,0700,[0700]만기해지처리
한화생명,051,R510,0400,0100,[0100]신규대출승인취소
한화생명,051,R510,0400,0400,[0400]이자수납처리취소
한화생명,051,R510,0700,0100,[0100]집계전문
한화생명,051,R510,0800,0888,[0888]장애해제
한화생명,051,R510,0800,0999,[0999]장애등록
한화생명,051,S510,0200,0200,[0200]추가대출처리
한화생명,051,S510,0200,0300,[0300]원금상환처리
한화생명,051,S510,0200,0310,[0310]이자계산조회
한화생명,051,S510,0210,0200,[0200]추가대출처리
한화생명,051,S510,0210,0300,[0300]원금상환처리
한화생명,051,S510,0210,0310,[0310]이자계산조회
한화생명,051,S510,0400,0200,[0200]추가대출처리취소
한화생명,051,S510,0400,0300,[0300]원금상환처리취소
한화생명,051,S510,0410,0200,[0200]추가대출처리취소
한화생명,051,S510,0410,0300,[0300]원금상환처리취소
한화생명,051,S510,0800,0100,[0100]업무개시
한화생명,051,S510,0800,0200,[0200]업무종료
한화생명,051,S510,0800,0777,[0777]회선체크
한화생명,051,S510,0800,0888,[0888]장애해제
한화생명,051,S510,0800,0999,[0999]장애등록
한화생명,051,S510,0810,0100,[0100]업무개시
한화생명,051,S510,0810,0200,[0200]업무종료
한화생명,051,S510,0810,0777,[0777]회선체크
한화생명,051,S510,0810,0888,[0888]장애해제
한화생명,051,S510,0810,0999,[0999]장애등록
웹케시,065,C650,0610,1000,[1000]보유계좌목록조회
웹케시,065,C650,0610,1200,[1200]위탁계좌조회
웹케시,065,C650,0610,3110,[3110]MMF잔고조회
웹케시,065,C650,0610,3120,[3120]수익증권잔고조회
웹케시,065,C650,0610,3200,[3200]CP잔고조회
웹케시,065,C650,0610,3300,[3300]ELS잔고조회
웹케시,065,C650,0610,3310,[3310]채권잔고조회
웹케시,065,C650,0610,3320,[3320]RP잔고조회
웹케시,065,C650,0610,3330,[3330]CMA잔고조회
웹케시,065,C650,0610,3340,[3340]MMW잔고조회
웹케시,065,C650,0610,3910,[3910]신탁(MMT)잔고조회
웹케시,065,C650,0610,3950,[3950]선물잔고조회
웹케시,065,C650,0610,5000,[5000]통합거래내역조회
웹케시,065,C650,0610,5100,[5100]MMF수익증권거래내역조회
웹케시,065,C650,0610,5110,[5110]MMF수익증권매매계산서조회
웹케시,065,C650,0610,5200,[5200]CP거래내역조회
웹케시,065,C650,0610,5340,[5340]MMW거래내역조회
웹케시,065,R650,0200,1000,[1000]로그인(사용자인증)
웹케시,065,R650,0200,2000,[2000]사용자 비밀번호 변경
웹케시,065,R650,0400,1100,[1100]MMF수익증권매매신청및취소
웹케시,065,R650,0600,1000,[1000]보유계좌목록조회
웹케시,065,R650,0600,1002,[1002]계좌평가금액조회
웹케시,065,R650,0600,1100,[1100]MMF수익증권계좌조회
웹케시,065,R650,0600,1200,[1200]위탁계좌조회
웹케시,065,R650,0600,3110,[3110]MMF잔고조회
웹케시,065,R650,0600,3120,[3120]수익증권잔고조회
웹케시,065,R650,0600,3200,[3200]CP잔고조회
웹케시,065,R650,0600,3300,[3300]ELS잔고조회
웹케시,065,R650,0600,3310,[3310]채권잔고조회
웹케시,065,R650,0600,3320,[3320]RP잔고조회
웹케시,065,R650,0600,3330,[3330]CMA잔고조회
웹케시,065,R650,0600,3340,[3340]MMW잔고조회
웹케시,065,R650,0600,3910,[3910]신탁(MMT)잔고조회
웹케시,065,R650,0600,3950,[3950]선물잔고조회
웹케시,065,R650,0600,5000,[5000]통합거래내역조회
웹케시,065,R650,0600,5100,[5100]MMF수익증권거래내역조회
웹케시,065,R650,0600,5110,[5110]MMF수익증권매매계산서조회
웹케시,065,R650,0600,5200,[5200]CP거래내역조회
웹케시,065,R650,0600,5340,[5340]MMW거래내역조회
웹케시,065,R650,0600,7100,[7100]MMF수익증권매매신청및취소 내역조회
웹케시,065,R650,0700,1100,[1100]MMF수익증권 매매신청 집계조회(기업체요청)
웹케시,065,R650,0800,1000,[1000]업무개시전문
웹케시,065,R650,0800,2000,[2000]암호화 key교환전문
웹케시,065,R650,0800,2100,[2100]암호화에러응답용전문
웹케시,065,R650,0800,3000,[3000]업무종료전문
웹케시,065,R650,0800,4000,[4000]Test Call 요청
웹케시,065,R650,0800,4100,[4100]POLLING
웹케시,065,S650,0400,1110,[1110]MMF수익증권매매신청및취소 접수통보
웹케시,065,S650,0410,1110,[1110]MMF수익증권매매신청및취소 접수통보
웹케시,065,S650,0500,1100,[1100]MMF수익증권 상품제안서 등록
웹케시,065,S650,0500,1110,[1110]MMF수익증권 판매정보 등록
웹케시,065,S650,0510,1100,[1100]MMF수익증권 상품제안서 등록
웹케시,065,S650,0510,1110,[1110]MMF수익증권 판매정보 등록
웹케시,065,S650,0700,1110,[1110]MMF수익증권매매신청 집계조회(증권사요청)
웹케시,065,S650,0710,1110,[1110]MMF수익증권매매신청 집계조회(증권사요청)
웹케시,065,S650,0800,0001,[0001]접속개시
웹케시,065,S650,0810,0001,[0001]접속개시
한국증권금융,067,SKS0,S001,T00001,[T00001]토큰발급
한국증권금융,067,SKS0,S002,T00001,[T00001]계좌 목록 조회(잔액)
한국증권금융,067,SKS0,S002,T00002,[T00002]계좌 기본정보 조회(수시입출금)
한국증권금융,067,SKS0,S002,T00003,[T00003]수시출금 신청
한국증권금융,067,SKS0,S002,T00004,[T00004]마감후입금신청
한국증권금융,067,SKS0,S002,T00005,[T00005]수시입출금 취소
한국증권금융,067,SKS0,S002,T00006,[T00006]수시입출금 신청내역 조회
한국증권금융,067,SKS0,S002,T00007,[T00007]마감변동분 신청
한국증권금융,067,SKS0,S002,T00008,[T00008]마감변동분 취소
한국증권금융,067,SKS0,S002,T00009,[T00009]마감변동분 신청내역 조회
한국증권금융,067,SKS0,S002,T00010,[T00010]계좌 기본정보 조회(마감변동분)
서울외국환중개,069,R690,0200,00,[00]원달러 Auto-Feeding
서울외국환중개,069,R690,0900,99,[99]업무종료
서울외국환중개,069,S690,0900,01,[01]업무개시
서울외국환중개,069,S690,0900,02,[02]업무재개시
서울외국환중개,069,S690,0900,81,[81]회선시험요구
서울외국환중개,069,S690,0910,01,[01]업무개시
서울외국환중개,069,S690,0910,02,[02]업무재개시
서울외국환중개,069,S690,0910,81,[81]회선시험요구
우체국예금,071,RUB0,0200,2200,[2200]증권계좌입금
우체국예금,071,RUB0,0200,2300,[2300]증권계좌출금(CD기)
우체국예금,071,RUB0,0200,2710,[2710]증권계좌개설
우체국예금,071,RUB0,0200,2720,[2720]증권계좌해지
우체국예금,071,RUB0,0200,2730,[2730]임시접속비밀번호등록(주택개설)
우체국예금,071,RUB0,0200,2740,[2740]증권제휴카드발급
우체국예금,071,RUB0,0200,2800,[2800]부도출금
우체국예금,071,RUB0,0600,6300,[6300]증권계좌잔액조회(CD기)
우체국예금,071,RUB0,0600,6410,[6410]증권입금계좌수취조회
우체국예금,071,RUB0,0600,6420,[6420]증권출금계좌수취조회
우체국예금,071,RUB0,0800,8500,[8500]장애통보
우체국예금,071,RUB0,0800,8600,[8600]장애해제
우체국예금,071,RUB0,5400,5200,[5200]증권계좌입금취소
우체국예금,071,RUB0,5400,5300,[5300]증권계좌출금취소(CD기)
우체국예금,071,RUB0,5400,5740,[5740]증권제휴카드발급취소
우체국예금,071,RUB0,5400,5800,[5800]부도출금취소
우체국예금,071,SUB0,0700,7100,[7100]집계전문
우체국예금,071,SUB0,0700,7200,[7200]수수료관리전문(계좌유지수수료)
우체국예금,071,SUB0,0710,7100,[7100]집계전문
우체국예금,071,SUB0,0710,7200,[7200]수수료관리전문(계좌유지수수료)
우체국예금,071,SUB0,0800,8100,[8100]업무개시
우체국예금,071,SUB0,0800,8200,[8200]업무재개시
우체국예금,071,SUB0,0800,8300,[8300]업무종료예고
우체국예금,071,SUB0,0800,8400,[8400]업무종료
우체국예금,071,SUB0,0800,8500,[8500]장애통보
우체국예금,071,SUB0,0800,8600,[8600]장애해제통보
우체국예금,071,SUB0,0800,8800,[8800]TESTCALL
우체국예금,071,SUB0,0810,8100,[8100]업무개시
우체국예금,071,SUB0,0810,8200,[8200]업무재개시
우체국예금,071,SUB0,0810,8300,[8300]업무종료예고
우체국예금,071,SUB0,0810,8400,[8400]업무종료
우체국예금,071,SUB0,0810,8500,[8500]장애통보
우체국예금,071,SUB0,0810,8600,[8600]장애해제통보
우체국예금,071,SUB0,0810,8800,[8800]TESTCALL
토스뱅크,092,RTS0,0100,2300,[2300]거래집계조회
토스뱅크,092,RTS0,0300,6000,[6000]계좌개설요청
토스뱅크,092,RTS0,0300,6200,[6200]계좌연결끊기취소
토스뱅크,092,RTS0,0300,6500,[6500]계좌개설확인
토스뱅크,092,RTS0,0300,6600,[6600]고객혜택제공정보조회
토스뱅크,092,RTS0,0500,7100,[7100]신분증모니터링결과통지
토스뱅크,092,RTS0,0800,1500,[1500]TESTCALL
토스뱅크,092,STS0,0100,2100,[2100]잔액조회
토스뱅크,092,STS0,0100,2200,[2200]모계좌잔액조회
토스뱅크,092,STS0,0100,2300,[2300]거래집계조회
토스뱅크,092,STS0,0110,2100,[2100]잔액조회
토스뱅크,092,STS0,0110,2200,[2200]모계좌잔액조회
토스뱅크,092,STS0,0110,2300,[2300]거래집계조회
토스뱅크,092,STS0,0200,3000,[3000]이체요청
토스뱅크,092,STS0,0200,3100,[3100]가져오기이체
토스뱅크,092,STS0,0210,3000,[3000]이체요청
토스뱅크,092,STS0,0210,3100,[3100]가져오기이체
토스뱅크,092,STS0,0300,6200,[6200]계좌연결끊기(취소)
토스뱅크,092,STS0,0300,6300,[6300]계좌개설결과통지
토스뱅크,092,STS0,0310,6200,[6200]계좌연결끊기(취소)
토스뱅크,092,STS0,0310,6300,[6300]계좌개설결과통지
토스뱅크,092,STS0,0500,7000,[7000]거래내역추가메시지통지
토스뱅크,092,STS0,0500,7100,[7100]신분증모니터링결과통지
토스뱅크,092,STS0,0510,7000,[7000]거래내역추가메시지통지
토스뱅크,092,STS0,0510,7100,[7100]신분증모니터링결과통지
토스뱅크,092,STS0,0800,1000,[1000]업무개시
토스뱅크,092,STS0,0800,1100,[1100]종료예고
토스뱅크,092,STS0,0800,1200,[1200]종료
토스뱅크,092,STS0,0800,1300,[1300]시스템장애
토스뱅크,092,STS0,0800,1400,[1400]시스템장애회복
토스뱅크,092,STS0,0800,1500,[1500]TESTCALL
토스뱅크,092,STS0,0810,1000,[1000]업무개시
토스뱅크,092,STS0,0810,1100,[1100]종료예고
토스뱅크,092,STS0,0810,1200,[1200]종료
토스뱅크,092,STS0,0810,1300,[1300]시스템장애
토스뱅크,092,STS0,0810,1400,[1400]시스템장애회복
토스뱅크,092,STS0,0810,1500,[1500]TESTCALL
전북은행,115,RJB0,1100,2100,[2100]증권계좌개설
전북은행,115,RJB0,1100,2300,[2300]계좌정보 변경
전북은행,115,RJB0,1100,2400,[2400]계좌연결해제
전북은행,115,SJB0,0700,7100,[7100]마감집계조회
전북은행,115,SJB0,0700,7300,[7300]계좌유지수수료
전북은행,115,SJB0,0710,7100,[7100]마감집계조회
전북은행,115,SJB0,0710,7300,[7300]계좌유지수수료
전북은행,115,SJB0,0800,1100,[1100]업무개시
전북은행,115,SJB0,0800,1200,[1200]업무재개시
전북은행,115,SJB0,0800,1400,[1400]업무종료예고
전북은행,115,SJB0,0800,1500,[1500]업무종료
전북은행,115,SJB0,0800,1600,[1600]장애등록
전북은행,115,SJB0,0800,1700,[1700]장애해제
전북은행,115,SJB0,0800,9999,[9999]회선체크
전북은행,115,SJB0,0810,1100,[1100]업무개시
전북은행,115,SJB0,0810,1200,[1200]업무재개시
전북은행,115,SJB0,0810,1400,[1400]업무종료예고
전북은행,115,SJB0,0810,1500,[1500]업무종료
전북은행,115,SJB0,0810,1600,[1600]장애등록
전북은행,115,SJB0,0810,1700,[1700]장애해제
